,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address
408,51321295,2007-01-01 03:42:00,1133 S STATE,c2ed734dbf21514b4305a2d0b287f552e82f2655a4193e8f6e941f21a3a2dc5f,IL,PAS,606052416,0964060,3-7 AM SNOW ROUTE,1,CPD,HYUN,30,60,0.0,60.0,Paid,2007-07-02 00:00:00,SEIZ,,5077722440,12797,"1100 s state, chicago, il"
409,51240924,2007-01-01 03:43:00,4115 N KEDZIE,ff910fed8cb6c2d96110a5c8cab46ec0baacf701391032cc4642b320a85d5a5e,IL,PAS,,0964060,3-7 AM SNOW ROUTE,17,CPD,JAGU,30,60,0.0,30.0,Paid,2007-01-27 00:00:00,,,0,4951,"4100 n kedzie, chicago, il"
410,51349697,2007-01-01 03:43:00,305 E 75TH ST,97cec11dcb9fd8a3450dca4fd6d783f7ba2644f19fa869296a1a6496caed1b5e,IL,PAS,60194,0964100A,WITHIN 15' OF FIRE HYDRANT,6,CPD,PONT,100,200,244.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5080053970,11331,"300 e 75th st, chicago, il"
411,51220942,2007-01-01 03:43:00,2112 W FOSTER,6a90c00fdcac14be74fa433e54d5c78cb5879fc6e4911ddc565aa8871d0715f9,WI,PAS,,0964060,3-7 AM SNOW ROUTE,20,CPD,TOYT,30,60,0.0,30.0,Paid,2007-01-04 00:00:00,,,0,16443,"2100 w foster, chicago, il"
412,51321296,2007-01-01 03:43:00,1111 S STATE,2ef0a34ff0548c26dfb61e43d44722dfd49424a9cfe0ebf1d13f377fdd44c92c,IL,TMP,,0964060,3-7 AM SNOW ROUTE,1,CPD,DODG,30,60,0.0,30.0,Paid,2007-01-08 00:00:00,,,0,12797,"1100 s state, chicago, il"
413,51240394,2007-01-01 03:44:00,3802 N SACRAMENTO,b3112f58fbcd6891d4fe44fad999e8dfbff356ee7598f78c2aeb0362057c7b4d,IL,PAS,60641,0964150B,PARKING/STANDING PROHIBITED ANYTIME,17,CPD,FORD,50,100,0.0,100.0,Paid,2009-02-06 00:00:00,SEIZ,,5072670630,6855,"3800 n sacramento, chicago, il"
414,50967636,2007-01-01 03:44:00,1505 W SCHOOL,bd243780878a1b7cf90b35aed4a414d94c6c17aefbc15533661ae33e60347e9e,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,SATR,50,100,0.0,50.0,Paid,2007-01-08 00:00:00,,,0,12156,"1500 w school, chicago, il"
415,51222798,2007-01-01 03:45:00,2755 W OGDEN,d6cd4cf979a9f3e5535d79a197fd368755435b03b5b4efcb8655dd63c4edda88,IL,PAS,60623,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,VIOL,,5077102030,14007,"2700 w ogden, chicago, il"
416,51507790,2007-01-01 03:45:00,3855 S MICHIGAN,37ad50f459dbd5f55df03be98f1052d272e061b697f83bdafbf27580994e0d0c,IL,PAS,IL,0976220B,SMOKED/TINTED WINDOWS PARKED/STANDING,2,CPD,INFI,25,50,0.0,25.0,Paid,2007-10-24 00:00:00,VIOL,,5088806500,6639,"3800 s michigan, chicago, il"
417,51225818,2007-01-01 03:45:00,2757 W OGDEN,4f849ad61f98db4ad39d11f855a8c3d4ea233cfdcf29202f863559d219dccba2,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-04 00:00:00,,,0,10059,"2700 w ogden, chicago, il"
418,50681302,2007-01-01 03:45:00,808 W LAWRENCE,ebab6959292de4fcb37745cea6669ba9b0d86fff71fad384f337f92d5c7cd121,IL,PAS,60615,0964100A,WITHIN 15' OF FIRE HYDRANT,20,CPD,FORD,100,200,0.0,154.12,Paid,2015-11-15 00:00:00,DLS,,5049055160,19458,"800 w lawrence, chicago, il"
419,51222795,2007-01-01 03:45:00,2759 W OGDEN,850d0bfb377981421aeb0f10ded9f63cabe2408a97a5d37bf87b6989e6a6fb1c,IL,PAS,606203433,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,PONT,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,14007,"2700 w ogden, chicago, il"
420,51222796,2007-01-01 03:45:00,2755 W OGDEN,192397634de4b71273e1d212075344ecf47b5bde440aaf3692b87cfa5de5eb9e,IL,PAS,604499356,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,DODG,50,100,0.0,100.0,Paid,2007-04-23 00:00:00,FINL,,5079878880,14007,"2700 w ogden, chicago, il"
421,51262204,2007-01-01 03:45:00,4626 N MAGNOLIA,a57f5870ff805f3cbbeacc61e48433a310c96cba650e99ad2f7eec626adb12d8,IL,PAS,606404980,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,23,CPD,SUBA,50,100,0.0,100.0,Paid,2007-05-13 00:00:00,FINL,,5079881960,3307,"4600 n magnolia, chicago, il"
422,51287960,2007-01-01 03:45:00,4903 S WOLCOTT,54b1a7a95351a43a1dd0e249f5acc4f3cd89048c36fbb5bf878eb771fce61ca6,IL,PAS,60609,0964110G,PARK OR STAND IN VIADUCT/UNDERPASS,9,CPD,FORD,75,150,0.0,75.0,Paid,2007-01-19 00:00:00,VIOL,,5079882970,18350,"4900 s wolcott, chicago, il"
423,51507788,2007-01-01 03:45:00,3855 S MICHIGAN,82b3a8a8eea4e324cc29a81107336dd0600d6eb2941b23c32d698402562d1b45,IL,PAS,60070,0976160A,REAR AND FRONT PLATE REQUIRED,2,CPD,MERZ,50,100,134.0,0.0,Notice,2007-12-03 00:00:00,SEIZ,,5079753440,6639,"3800 s michigan, chicago, il"
424,51507791,2007-01-01 03:45:00,3855 S MICHIGAN,37ad50f459dbd5f55df03be98f1052d272e061b697f83bdafbf27580994e0d0c,IL,PAS,60637,0976160A,REAR AND FRONT PLATE REQUIRED,2,CPD,INFI,50,100,0.0,0.0,Dismissed,2007-05-01 00:00:00,,,0,6639,"3800 s michigan, chicago, il"
425,51320937,2007-01-01 03:45:00,1103 S STATE,322fb989b7fa51ed048471cb03f9dfa206b5f8a8bf360d4261b3a70a4709353a,IL,PAS,60174,0964125,NO CITY STICKER OR IMPROPER DISPLAY,1,CPD,JEEP,120,240,292.8,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5079465590,8825,"1100 s state, chicago, il"
426,51222797,2007-01-01 03:45:00,2755 W OGDEN,ed4313c4fdaaaf2c67fcc09161f8435f1e891f115f9954f21c59c0fe21d854be,IL,PAS,606441716,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,CHEV,50,100,100.0,0.0,Notice,2010-08-05 00:00:00,DLS,,5127052520,14007,"2700 w ogden, chicago, il"
427,51507789,2007-01-01 03:45:00,3855 S MICHIGAN,37ad50f459dbd5f55df03be98f1052d272e061b697f83bdafbf27580994e0d0c,IL,PAS,60637,0964125,NO CITY STICKER OR IMPROPER DISPLAY,2,CPD,INFI,120,240,0.0,0.0,Dismissed,2007-05-01 00:00:00,,,0,6639,"3800 s michigan, chicago, il"
428,51240395,2007-01-01 03:46:00,3034 W GRACE,38e70959dd45a1e415c9892381d0404a24e04788621176eb3d04c340da9cff82,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,17,CPD,PLYM,50,100,0.0,50.0,Paid,2007-01-08 00:00:00,,,0,6855,"3000 w grace, chicago, il"
429,51262205,2007-01-01 03:46:00,1332 W LELAND,17d5a42e3d6826db7a2e16cb3cee949b46a71165c0108d5894f70daebd697db1,IL,PAS,611071756,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,23,CPD,FORD,50,100,0.0,100.0,Paid,2008-01-17 00:00:00,SEIZ,,5072466480,3307,"1300 w leland, chicago, il"
430,51225819,2007-01-01 03:46:00,2755 W OGDEN,043947c54dbc64109fcaa34e9ef0cb6bf6894a6d17e26eeb1fa96335ecd50903,IL,PAS,60804,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,PONT,50,100,0.0,50.0,Paid,2007-02-16 00:00:00,DETR,,5079879610,10059,"2700 w ogden, chicago, il"
431,51549566,2007-01-01 03:46:00,2707 W 59TH ST,fe25b5dc8b13977518d1576cb2350e0d7c23919cb3917998a76cf9bf7456bb3a,IL,PAS,60629,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,8,CPD,FORD,90,180,0.0,90.0,Paid,2007-01-23 00:00:00,,,0,11396,"2700 w 59th st, chicago, il"
432,51220961,2007-01-01 03:46:00,2656 W AINSLIE,48121072561232716500d2af8a5a92d5beb5611089d7ceca750a0f2b8e39488b,IL,PAS,,0980120B,NO PARK IN PRIVATE LOT,20,CPD,FORD,25,50,0.0,25.0,Paid,2007-01-11 00:00:00,,,0,6680,"2600 w ainslie, chicago, il"
433,51602664,2007-01-01 03:46:00,2731 S DEARBORN,132e8910c17f93f982ad34d9196c2749ddddaa426c7df15692ba2126066e6bb6,IL,PAS,606171609,0964100A,WITHIN 15' OF FIRE HYDRANT,21,CPD,CHEV,100,200,0.0,200.0,Paid,2013-02-26 00:00:00,SEIZ,,5051979730,8153,"2700 s dearborn, chicago, il"
434,51240396,2007-01-01 03:46:00,3034 W GRACE,38e70959dd45a1e415c9892381d0404a24e04788621176eb3d04c340da9cff82,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,PLYM,50,100,0.0,50.0,Paid,2007-01-08 00:00:00,,,0,6855,"3000 w grace, chicago, il"
435,51220944,2007-01-01 03:47:00,2219 W FOSTER,9dca01bcdd97df78a137d7451c0f65b284a4a7f7f2c4e2af5e66bfad2dc075bb,IL,PAS,,0964060,3-7 AM SNOW ROUTE,20,CPD,JEEP,30,60,0.0,30.0,Paid,2007-01-07 00:00:00,,,0,16443,"2200 w foster, chicago, il"
436,51225820,2007-01-01 03:47:00,2755 W OGDEN,6ad80169b32cc8a52b2c9a0e1a8f4c2769cfba73e6fc3e7e662a6fad86359964,IL,PAS,606513800,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,CHEV,50,100,0.0,50.0,Paid,2007-02-09 00:00:00,DETR,,5076649320,10059,"2700 w ogden, chicago, il"
437,51549567,2007-01-01 03:48:00,5858 S WASHTENAW,c145624e17372453528717cc923b2283e8a7ae647f53a67c4d36b2a91f7cb6a4,IL,PAS,60609,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,LINC,50,100,50.0,0.0,Define,2007-01-11 00:00:00,,,0,11396,"5800 s washtenaw, chicago, il"
438,51220945,2007-01-01 03:49:00,2247 W FOSTER,a7cfb78ae5a0defdb27845d105fdcdd6b745b3920bbe5c7bd52a834985cd66c5,IL,PAS,605277314,0964060,3-7 AM SNOW ROUTE,20,CPD,BUIC,30,60,0.0,60.0,Paid,2007-03-30 00:00:00,SEIZ,,5041012510,16443,"2200 w foster, chicago, il"
439,51898001,2007-01-01 03:50:00,7134 S CAMPBELL,876dd3a95179f4f1d720613f6e32a5a7b86b0e6f988bf4e91763ffe2b2cbe55d,IL,PAS,606291432,0964100A,WITHIN 15' OF FIRE HYDRANT,8,CPD,CHEV,100,200,0.0,100.0,Paid,2007-04-25 00:00:00,DETR,,5073567990,16820,"7100 s campbell, chicago, il"
440,53225162,2007-01-01 03:50:00,5412 N KENMORE,87425caeef468bca1634f13974e8e3ccdfaf6ef06cb2bb3898d8df705c7bde46,IL,PAS,606407463,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,TOYT,50,100,0.0,50.0,Paid,2007-11-30 00:00:00,VIOL,,5089462680,19329,"5400 n kenmore, chicago, il"
441,51240397,2007-01-01 03:51:00,3812 N ALBANY,dac8201e626cde11551f9261648bc13cafdb5efea7da84ef11ec957476508f09,IL,FFM,60651,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17,CPD,FORD,25,50,0.0,50.0,Paid,2007-07-17 00:00:00,SEIZ,,5076414010,6855,"3800 n albany, chicago, il"
442,51529951,2007-01-01 03:52:00,5015 N KEDZIE,d64ef378caf4dfeddd509c33c22a2d9a8b13abb154f86bce959b070a45ab22bf,IL,PAS,627117219,0964060,3-7 AM SNOW ROUTE,17,CPD,HOND,30,60,0.0,30.0,Paid,2007-02-20 00:00:00,DETR,,5017896670,4957,"5000 n kedzie, chicago, il"
443,51262206,2007-01-01 03:52:00,1300 W WILSON,1cccaeaf30bd30dc636a1f0406a7fdfb93b10112dd907e6f21c68bc4289ab2bf,IL,PAS,606605602,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,HOND,100,200,0.0,100.0,Paid,2007-02-27 00:00:00,DETR,,5072846870,3307,"1300 w wilson, chicago, il"
444,51531608,2007-01-01 03:52:00,5015 N KEDZIE,a6266d23ddc3fd1d8dc4e2dc7fd7f492e366f10a8d568084c6dd49d5cbbd7557,IN,PAS,,0964060,3-7 AM SNOW ROUTE,17,CPD,PONT,30,60,0.0,30.0,Paid,2007-01-22 00:00:00,,,0,19924,"5000 n kedzie, chicago, il"
445,51220946,2007-01-01 03:53:00,2251 W FOSTER,19f18e36c637bc05c67404536f367c95f66219e537aa45b1a5e9a39d10ed59ee,IL,PAS,,0964060,3-7 AM SNOW ROUTE,20,CPD,FORD,30,60,30.0,0.0,Define,2007-01-12 00:00:00,,,0,16443,"2200 w foster, chicago, il"
446,51320938,2007-01-01 03:53:00,1527 S STATE ST,93519ff7a2a4245c1733cbeddf8905ddd2249cede7f5461faf88db53707be335,IL,PAS,60616,0964110D,PARK OR STAND ON SIDEWALK,1,CPD,PONT,50,100,0.0,50.0,Paid,2007-03-02 00:00:00,DETR,,5072939400,8825,"1500 s state st, chicago, il"
447,51529952,2007-01-01 03:55:00,5012 N KEDZIE,a65279079e79d368d97516dc7f186622910e342c689fb857fa0ab629c218dad4,IL,PAS,60618,0964060,3-7 AM SNOW ROUTE,17,CPD,SATR,30,60,0.0,73.2,Paid,2014-08-27 00:00:00,SEIZ,,5079952940,7951,"5000 n kedzie, chicago, il"
448,51633905,2007-01-01 03:55:00,1535 W DEVON,1c97fec721fa4520e08e0818d32beb3ecaffe7b2e830cbd816bdf278e4d38836,IL,PAS,606601728,0964060,3-7 AM SNOW ROUTE,24,CPD,MINI,30,60,0.0,30.0,Paid,2007-03-07 00:00:00,DETR,,5080621100,19306,"1500 w devon, chicago, il"
449,51531609,2007-01-01 03:55:00,5027 N KEDZIE,517e190534da97d43148dd583a133a0a5467f62e1f08215a6de55f41431a9419,IL,PAS,60435,0964060,3-7 AM SNOW ROUTE,17,CPD,FORD,30,60,0.0,30.0,Paid,2007-01-19 00:00:00,VIOL,,5079953060,19924,"5000 n kedzie, chicago, il"
450,51220947,2007-01-01 03:55:00,2235 W FOSTER,d34d5c52269e36514147feb4e09d354082c68f7248c2101b4c86cead3ced6d4b,IL,PAS,60640,0964060,3-7 AM SNOW ROUTE,20,CPD,PONT,30,60,0.0,60.0,Paid,2008-04-28 00:00:00,SEIZ,,5039621350,16442,"2200 w foster, chicago, il"
451,51531606,2007-01-01 03:55:00,5004 N KEDZIE,9d2c8cb5e77e0adae430feadf0fd37874d59949ee89c0759808c26ba01d2bbdd,IL,PAS,606414849,0964060,3-7 AM SNOW ROUTE,17,CPD,TOYT,30,60,0.0,30.0,Paid,2007-01-24 00:00:00,,,0,19924,"5000 n kedzie, chicago, il"
452,51551842,2007-01-01 03:55:00,4318 S KEDALE,1feedcd937547012011eb3cbab682cdfbd5cb69bf20d4ef262fe855443e08053,IL,DLC,60173,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,BMW,50,100,0.0,50.0,Paid,2008-01-10 00:00:00,DETR,,5091050020,14791,"4300 s kedale, chicago, il"
453,51507792,2007-01-01 03:55:00,3811 S MICHIGAN,ad28257e9679d36bbf29b7bee99c7d1382eed2a4d0b07d49fb7790b3e5d9ca02,IL,PAS,60653,0976160A,REAR AND FRONT PLATE REQUIRED,2,CPD,TOYT,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,,,0,6639,"3800 s michigan, chicago, il"
454,51507793,2007-01-01 03:55:00,3811 S MICHIGAN,ad28257e9679d36bbf29b7bee99c7d1382eed2a4d0b07d49fb7790b3e5d9ca02,IL,PAS,60653,0976210B,WINDOWS MISSING OR CRACKED BEYOND 6,2,CPD,TOYT,25,50,0.0,25.0,Paid,2007-01-16 00:00:00,,,0,6639,"3800 s michigan, chicago, il"
455,51507794,2007-01-01 03:55:00,3811 S MICHIGAN,ad28257e9679d36bbf29b7bee99c7d1382eed2a4d0b07d49fb7790b3e5d9ca02,IL,PAS,60653,0964125,NO CITY STICKER OR IMPROPER DISPLAY,2,CPD,TOYT,120,240,0.0,120.0,Paid,2007-01-16 00:00:00,,,0,6639,"3800 s michigan, chicago, il"
456,51531607,2007-01-01 03:55:00,5010 N KEDZIE,debd896e36ef426e1ca7907c1e071921093d2db5f71c63ea5532c72a4715afb2,IL,PAS,606475024,0964060,3-7 AM SNOW ROUTE,17,CPD,CHEV,30,60,0.0,60.0,Paid,2009-02-03 00:00:00,SEIZ,,5071802690,19924,"5000 n kedzie, chicago, il"
457,51529953,2007-01-01 03:56:00,5023 N KEDZIE,310d7e55558c16f74403d11c3ca6b98d634650cc2591edd7d3635f5bd52acd15,IL,PAS,607142326,0964060,3-7 AM SNOW ROUTE,17,CPD,PLYM,30,60,0.0,30.0,Paid,2007-02-22 00:00:00,DETR,,5078343140,4951,"5000 n kedzie, chicago, il"
458,51082146,2007-01-01 03:56:00,5330 W POTOMAC,d0e7e3503e659dfac390053bc100082521b3ab491f6c571e7891960b9a11e3a0,IL,PAS,60644,0964100D,DISABLED CURB CUT,25,CPD,CADI,75,150,183.0,0.0,Notice,2007-03-02 00:00:00,SEIZ,,5064260940,17893,"5300 w potomac, chicago, il"
459,51321297,2007-01-01 03:56:00,1501 S STATE,351a640e270fa65396649b7dab1cc49a481792000ae821b88aaf0996d9719aae,IL,PAS,606086618,0964060,3-7 AM SNOW ROUTE,1,CPD,VOLK,30,60,0.0,30.0,Paid,2007-01-30 00:00:00,VIOL,,5022170660,12797,"1500 s state, chicago, il"
460,51320939,2007-01-01 03:57:00,1503 S STATE,7ac7dde8126d6b8e3912794f2c5853abeb694825b92c133cdbeae2c293b4159a,IL,PAS,60607,0964060,3-7 AM SNOW ROUTE,1,CPD,SATR,30,60,0.0,30.0,Paid,2007-02-26 00:00:00,DETR,,5077408990,8825,"1500 s state, chicago, il"
461,51220948,2007-01-01 03:59:00,2530 W FOSTER,07c2da0c588aae87c2ac2f22345a5e7b7403c23af059c06cdd684e3dd8052085,TN,PAS,37203,0964060,3-7 AM SNOW ROUTE,20,CPD,CHEV,30,60,73.2,0.0,Notice,2007-08-12 00:00:00,FINL,,5086737600,16443,"2500 w foster, chicago, il"
462,51549728,2007-01-01 03:59:00,6701 S KOLIN,0d9a920bf75beb5f4b64590ea465b00ceae2838a1d05a54c7516bed5704b65d7,IL,TMP,60194,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,DODG,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,11892,"6700 s kolin, chicago, il"
463,51507796,2007-01-01 04:00:00,3821 S MICHIGAN,23d0348526c4e6b8008b0c49db0695bdc5aa32a9941eff61f96d87fdf9117a22,IL,PAS,606432228,0964125,NO CITY STICKER OR IMPROPER DISPLAY,2,CPD,FORD,120,240,292.8,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5077527920,6639,"3800 s michigan, chicago, il"
464,51529954,2007-01-01 04:00:00,5115 N KEDZIE,8d7b43bf1d174d1d62f4ebbeb73d75c400e6e7af6ab3b2b3d2a7163b60c24850,IL,TRK,619149703,0964060,3-7 AM SNOW ROUTE,17,CPD,DODG,30,60,0.0,0.0,Dismissed,2007-02-15 00:00:00,VIOL,Not Liable,5079952950,4951,"5100 n kedzie, chicago, il"
465,51412374,2007-01-01 04:00:00,1310 W DEVON,ea0eb1911827082bc3bfdaad0f1fee49ad681bc4b94ad1b86056dd8eb1872871,IL,PAS,606265106,0964060,3-7 AM SNOW ROUTE,24,CPD,HOND,30,60,0.0,30.0,Paid,2007-02-08 00:00:00,DETR,,5079949410,15303,"1300 w devon, chicago, il"
466,51507797,2007-01-01 04:00:00,3821 S MICHIGAN,23d0348526c4e6b8008b0c49db0695bdc5aa32a9941eff61f96d87fdf9117a22,IL,PAS,606432228,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,2,CPD,FORD,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5077527920,6639,"3800 s michigan, chicago, il"
467,51260990,2007-01-01 04:00:00,400 W DEMING,fd1b3968ae2c8d070e9a138245e41490506497dc984b147342aeb2ac236da991,MO,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,NISS,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,6249,"400 w deming, chicago, il"
468,51211768,2007-01-01 04:00:00,4150 W 26TH ST,a49b7fe6f0efe4484f5c27ad01d6d69d1ae75025809ebabfecd020b2b7dab40a,IL,PAS,604021330,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,10,CPD,DODG,90,180,0.0,90.0,Paid,2007-01-26 00:00:00,VIOL,,5079877820,11107,"4100 w 26th st, chicago, il"
469,51320940,2007-01-01 04:00:00,1455 S STATE ST,dd1aaab677cecaca70a5bc722804de052d9b7bfc684b457b7ffef4a88e888f85,IL,PAS,,0964110C,PARK OR STAND ON CROSSWALK,1,CPD,HOND,50,100,0.0,50.0,Paid,2007-01-11 00:00:00,,,0,8825,"1400 s state st, chicago, il"
470,51321298,2007-01-01 04:00:00,1451 S STATE,facc110d696a9c1edc443500dd9b51eb04630cf83cf7061e4e43366ab55848e3,IL,PAS,604901003,0964060,3-7 AM SNOW ROUTE,1,CPD,DODG,30,60,0.0,30.0,Paid,2007-02-01 00:00:00,VIOL,,5079941240,12797,"1400 s state, chicago, il"
471,51220949,2007-01-01 04:01:00,2522 W FOSTER,d48ef4070028020a8bde5a22cc630daf5358c4249e9b806f690327b35b1fdca6,IL,PAS,601912049,0964060,3-7 AM SNOW ROUTE,20,CPD,NISS,30,60,0.0,30.0,Paid,2007-01-10 00:00:00,,,0,16442,"2500 w foster, chicago, il"
472,51298487,2007-01-01 04:02:00,4656 W ADAMS,2f32dfdb23246221c41cd9f1f99c9bd4a357838eda72fb0e39abf9082087dd3f,IL,PAS,60644,0964125,NO CITY STICKER OR IMPROPER DISPLAY,11,CPD,PONT,120,240,0.0,240.0,Paid,2009-02-13 00:00:00,SEIZ,,5076628210,10834,"4600 w adams, chicago, il"
473,51917004,2007-01-01 04:02:00,7200 S CONSTANCE,9a1534b463e6c79ab1ff1ca1ea3426e66c21df35579f5bedde523eec4fe986b4,IL,PAS,606492344,0964150B,PARKING/STANDING PROHIBITED ANYTIME,3,CPD,OLDS,50,100,0.0,100.0,Paid,2009-09-18 00:00:00,FINL,,5050807260,3024,"7200 s constance, chicago, il"
474,51320941,2007-01-01 04:02:00,1323 S STATE,33ce2f552c4cc99b2b81b90ae2da203c95712be2d4d58301cd8eb8902e99a9b9,IL,PAS,60053,0964110C,PARK OR STAND ON CROSSWALK,1,CPD,INFI,50,100,20.0,30.0,Notice,2007-01-10 00:00:00,,,5079941060,8825,"1300 s state, chicago, il"
475,51220950,2007-01-01 04:03:00,2446 W FOSTER,459ebc91b078e3b2283c1e36df9108eee2ef3de15000cfa2c622bf24c91497a8,IL,PAS,60053,0964060,3-7 AM SNOW ROUTE,20,CPD,CHEV,30,60,0.0,30.0,Paid,2007-01-29 00:00:00,VIOL,,5017435810,16443,"2400 w foster, chicago, il"
476,51550120,2007-01-01 04:03:00,6636 S KENNETH,0c31f5ae1447bba062eca01261a23ac571421fee532063bf813bc46c3dd690b6,IL,PAS,606321922,0964130,PARK OR BLOCK ALLEY,8,CPD,SCIO,150,250,0.0,150.0,Paid,2007-01-22 00:00:00,VIOL,,5079895160,6317,"6600 s kenneth, chicago, il"
477,51240398,2007-01-01 04:03:00,3801 N BERNARD,662b89cb27dd62376d99b3e98647c3126c56bb8e0310e46f1e5e80957f82fea4,IL,PAS,606184212,0964150B,PARKING/STANDING PROHIBITED ANYTIME,17,CPD,FORD,50,100,0.0,50.0,Paid,2007-02-09 00:00:00,DETR,,5074080840,6855,"3800 n bernard, chicago, il"
478,51323126,2007-01-01 04:05:00,1240 S STATE,3d3cfeedbbfb8d75304d6f87a762d40835aca279e700629b57e6d86e9608d423,IL,PAS,60605,0964060,3-7 AM SNOW ROUTE,1,CPD,BMW,30,60,0.0,30.0,Paid,2007-02-22 00:00:00,,,5018827410,12797,"1200 s state, chicago, il"
479,51323127,2007-01-01 04:05:00,1242 S STATE,407389ac1015c234b5f5bbfab2685109ef26879348321d1ca3d00baae2b703f3,IL,PAS,606183213,0964060,3-7 AM SNOW ROUTE,1,CPD,NISS,30,60,0.0,30.0,Paid,2007-01-22 00:00:00,VIOL,,5079942220,12797,"1200 s state, chicago, il"
480,51211771,2007-01-01 04:05:00,2224 S BELL,d4c3994d4d37be62b17e1904dec4f7cba63526d98e7663cf5a2a52e0dd4d4841,IL,PAS,606083925,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,CHRY,50,100,0.0,100.0,Paid,2011-01-11 00:00:00,SEIZ,,5077642230,11107,"2200 s bell, chicago, il"
481,51531612,2007-01-01 04:05:00,3320 W FOSTER,1f4be33ba4d1b5627a6c5916cdb40636b32d8ab7376f177b6e44cd3832b06599,IL,PAS,603024073,0964060,3-7 AM SNOW ROUTE,17,CPD,CHEV,30,60,0.0,30.0,Paid,2007-01-31 00:00:00,VIOL,,5079953070,19924,"3300 w foster, chicago, il"
482,51507177,2007-01-01 04:06:00,5211 S KING DR,e2e6ea71d70bf83db4989a283f016a81354c0fe56d93c10e2f8b723caf502a1e,IL,PAS,604675269,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,2,CPD,PONT,50,100,0.0,122.0,Paid,2010-01-29 00:00:00,FINL,,5079891160,13901,"5200 s king dr, chicago, il"
483,51531613,2007-01-01 04:07:00,3338 W FOSTER,b7acfe8aa6b72492ef3fed703f1f1a7cda602504cfd4dcbb04e847a09bef32cd,IL,TXI,60610,0964060,3-7 AM SNOW ROUTE,17,CPD,DODG,30,60,0.0,73.2,Paid,2012-11-19 00:00:00,SEIZ,,5077974480,19924,"3300 w foster, chicago, il"
484,51323128,2007-01-01 04:07:00,1350 S STATE,cd01269838ec0bcc87ec594b76692b27403d58497304bf51898575f1c238ef57,IL,PAS,60546,0964060,3-7 AM SNOW ROUTE,1,CPD,OLDS,30,60,30.0,0.0,Define,2007-01-08 00:00:00,,,0,12797,"1300 s state, chicago, il"
485,51549729,2007-01-01 04:08:00,6658 S KENNETH,496e414b85fd9dd8b9fccecc199f220dcb7ad01d9783f0603f31b331c7d1fd91,IL,PAS,606295616,0964150B,PARKING/STANDING PROHIBITED ANYTIME,8,CPD,NISS,50,100,0.0,50.0,Paid,2007-02-13 00:00:00,DETR,Liable,5048567050,11892,"6600 s kenneth, chicago, il"
486,51320942,2007-01-01 04:09:00,1340 S STATE ST,a582616d11083366b861deaf90cda84c0faeacc4c34b599ad52a12fe58d75006,MI,PAS,,0964110D,PARK OR STAND ON SIDEWALK,1,CPD,FORD,50,100,50.0,0.0,Define,2007-01-08 00:00:00,,,0,8825,"1300 s state st, chicago, il"
